S.No.,Bidding Authority,REIA,Tender Capacity,Category,Type,Connectivity,RFS No.,RFS Date,RFS Financial Year,eRA,Financial Year,Company,Group Company,Won Capacity,Final Tariff,Initial Tariff,Status (e-RA/LOA/PPA/COD),Signed PPA Cap. (MW),Remarks,Bid Capacity,Bidding Result,Any Success
826,SJVN,Central REIA,1200,Hybrid,Hybrid,ISTS,SJVN/CC-Delhi/REIA/2024/HYBRID-3,28-Jun-24,FY 2025,5-Nov-24,FY 2025,Adyant Enersol ,Datta Power,70,3.19,3.45,LoA issued,,,70,Full Capacity Won,Yes
827,SJVN,Central REIA,1200,Hybrid,Hybrid,ISTS,SJVN/CC-Delhi/REIA/2024/HYBRID-3,28-Jun-24,FY 2025,5-Nov-24,FY 2025,Gentari Renewables,Gentari Renewables,400,3.19,3.47,LoA issued,,,400,Full Capacity Won,Yes
828,SJVN,Central REIA,1200,Hybrid,Hybrid,ISTS,SJVN/CC-Delhi/REIA/2024/HYBRID-3,28-Jun-24,FY 2025,5-Nov-24,FY 2025,Juniper,Juniper,300,3.19,3.43,LoA issued,,,300,Full Capacity Won,Yes
829,SJVN,Central REIA,1200,Hybrid,Hybrid,ISTS,SJVN/CC-Delhi/REIA/2024/HYBRID-3,28-Jun-24,FY 2025,5-Nov-24,FY 2025,Enfinity Global,Enfinity Global,300,3.19,3.44,LoA issued,,,300,Full Capacity Won,Yes
830,SJVN,Central REIA,1200,Hybrid,Hybrid,ISTS,SJVN/CC-Delhi/REIA/2024/HYBRID-3,28-Jun-24,FY 2025,5-Nov-24,FY 2025,Sunsure,Sunsure,130,3.19,3.45,LoA issued,,,150,Partial Capacity Won,Yes
831,SJVN,Central REIA,1200,Hybrid,Hybrid,ISTS,SJVN/CC-Delhi/REIA/2024/HYBRID-3,28-Jun-24,FY 2025,5-Nov-24,FY 2025,Amun Renewables (Evergreen),EverGreen Power,0,3.19,3.44,Not Applicable,,,60,Unsuccessful,No
832,SJVN,Central REIA,1200,Hybrid,Hybrid,ISTS,SJVN/CC-Delhi/REIA/2024/HYBRID-3,28-Jun-24,FY 2025,5-Nov-24,FY 2025,Sembcorp,Sembcorp,0,3.2,3.46,Not Applicable,,,300,Unsuccessful,No
833,SJVN,Central REIA,1200,Hybrid,Hybrid,ISTS,SJVN/CC-Delhi/REIA/2024/HYBRID-3,28-Jun-24,FY 2025,5-Nov-24,FY 2025,ACME,ACME,0,3.25,3.47,Not Applicable,,,400,Unsuccessful,No
834,SJVN,Central REIA,1200,Hybrid,Hybrid,ISTS,SJVN/CC-Delhi/REIA/2024/HYBRID-3,28-Jun-24,FY 2025,5-Nov-24,FY 2025,Avaada Energy,Avaada,0,3.39,3.44,Not Applicable,,,400,Unsuccessful,No
835,SJVN,Central REIA,1200,Hybrid,Hybrid,ISTS,SJVN/CC-Delhi/REIA/2024/HYBRID-3,28-Jun-24,FY 2025,5-Nov-24,FY 2025,ReNew,ReNew,0,3.4,3.4,Not Applicable,,,300,Unsuccessful,No
836,SJVN,Central REIA,1200,Hybrid,Hybrid,ISTS,SJVN/CC-Delhi/REIA/2024/HYBRID-3,28-Jun-24,FY 2025,5-Nov-24,FY 2025,Adani,Adani,0,3.48,3.48,Not Applicable,,,400,Unsuccessful,No
837,SJVN,Central REIA,1200,Hybrid,Hybrid,ISTS,SJVN/CC-Delhi/REIA/2024/HYBRID-3,28-Jun-24,FY 2025,5-Nov-24,FY 2025,Layer Hybren (Mahindra Susten),Mahindra,0,3.48,3.48,Not Applicable,,,220,Unsuccessful,No
838,SJVN,Central REIA,1200,Hybrid,Hybrid,ISTS,SJVN/CC-Delhi/REIA/2024/HYBRID-3,28-Jun-24,FY 2025,5-Nov-24,FY 2025,ABC Cleantech (Brookfield),Brookfield,0,3.48,3.49,Not Applicable,,,300,Unsuccessful,No
839,SJVN,Central REIA,1200,Hybrid,Hybrid,ISTS,SJVN/CC-Delhi/REIA/2024/HYBRID-3,28-Jun-24,FY 2025,5-Nov-24,FY 2025,Power Mac Projects,Power Mac Projects,0,3.49,3.49,Not Applicable,,,50,Unsuccessful,No
823,GUVNL,State,200,Wind,Wind,STU,GUVNL-200 MW-Wind-Phase-VIII,17-Jul-24,FY 2025,29-Oct-24,FY 2025,Juniper Green Energy,Juniper,100,3.56,,PPA signed,100,GUVNL allotted additional 50 MW,100,Full Capacity Won,Yes
824,GUVNL,State,200,Wind,Wind,STU,GUVNL-200 MW-Wind-Phase-VIII,17-Jul-24,FY 2025,29-Oct-24,FY 2025,RIH Renewables (EDF Renewables),EDF,40,3.59,,LoA issued,,,40,Full Capacity Won,Yes
825,GUVNL,State,200,Wind,Wind,STU,GUVNL-200 MW-Wind-Phase-VIII,17-Jul-24,FY 2025,29-Oct-24,FY 2025,Jakson Green,Jakson,100,3.63,,PPA signed,100,GUVNL allotted additional 50 MW,100,Full Capacity Won,Yes
816,NVVN,Central REIA,500,ESS/BESS,BESS,ISTS,NVVN-500 MW/ 1000 MWh BESS with VGF,17-Jun-24,FY 2025,22-Oct-24,FY 2025,Indigrid,Indigrid,250,2.37,,PPA Signed,250,,250,Full Capacity Won,Yes
817,NVVN,Central REIA,500,ESS/BESS,BESS,ISTS,NVVN-500 MW/ 1000 MWh BESS with VGF,17-Jun-24,FY 2025,22-Oct-24,FY 2025,Kintech Synergy,Kintech Synergy,65,2.375,3,PPA Signed,65,,65,Full Capacity Won,Yes
818,NVVN,Central REIA,500,ESS/BESS,BESS,ISTS,NVVN-500 MW/ 1000 MWh BESS with VGF,17-Jun-24,FY 2025,22-Oct-24,FY 2025,H G Infra Engineering,H G Infra Engineering,185,2.38,3.1,PPA signed,185,,250,Partial Capacity Won,Yes
819,NVVN,Central REIA,500,ESS/BESS,BESS,ISTS,NVVN-500 MW/ 1000 MWh BESS with VGF,17-Jun-24,FY 2025,22-Oct-24,FY 2025,JSW,JSW,0,2.399,3.06,Not Applicable,,,250,Unsuccessful,No
820,NVVN,Central REIA,500,ESS/BESS,BESS,ISTS,NVVN-500 MW/ 1000 MWh BESS with VGF,17-Jun-24,FY 2025,22-Oct-24,FY 2025,Gensol,Gensol,0,2.45997,3.115,Not Applicable,,,250,Unsuccessful,No
821,NVVN,Central REIA,500,ESS/BESS,BESS,ISTS,NVVN-500 MW/ 1000 MWh BESS with VGF,17-Jun-24,FY 2025,22-Oct-24,FY 2025,Avaada Energy,Avaada,0,2.7,2.98,Not Applicable,,,250,Unsuccessful,No
822,NVVN,Central REIA,500,ESS/BESS,BESS,ISTS,NVVN-500 MW/ 1000 MWh BESS with VGF,17-Jun-24,FY 2025,22-Oct-24,FY 2025,Pace Digitek,Pace Digitek,0,2.77999,3.14999,Not Applicable,,,150,Unsuccessful,No
809,NTPC,Central REIA,1200,Solar,Solar,ISTS,NTPC 1.2 GW SOLAR 24-25-01,24-Jun-24,FY 2025,17-Oct-24,FY 2025,Rays Power,Rays Power,100,2.5,2.68,LoA issued,,,100,Full Capacity Won,Yes
810,NTPC,Central REIA,1200,Solar,Solar,ISTS,NTPC 1.2 GW SOLAR 24-25-01,24-Jun-24,FY 2025,17-Oct-24,FY 2025,SAEL Industries,SAEL,300,2.5,2.72,LoA issued,,,300,Full Capacity Won,Yes
811,NTPC,Central REIA,1200,Solar,Solar,ISTS,NTPC 1.2 GW SOLAR 24-25-01,24-Jun-24,FY 2025,17-Oct-24,FY 2025,Refex Green Energy,Refex Green Energy,100,2.5,2.67,LoA issued,,,100,Full Capacity Won,Yes
812,NTPC,Central REIA,1200,Solar,Solar,ISTS,NTPC 1.2 GW SOLAR 24-25-01,24-Jun-24,FY 2025,17-Oct-24,FY 2025,Renew Power,Renew Power,300,2.51,2.77,LoA issued,,,300,Full Capacity Won,Yes
813,NTPC,Central REIA,1200,Solar,Solar,ISTS,NTPC 1.2 GW SOLAR 24-25-01,24-Jun-24,FY 2025,17-Oct-24,FY 2025,Illuminate Hybren,Mahindra,176,2.51,2.65,LoA issued,,,300,Partial Capacity Won,Yes
814,NTPC,Central REIA,1200,Solar,Solar,ISTS,NTPC 1.2 GW SOLAR 24-25-01,24-Jun-24,FY 2025,17-Oct-24,FY 2025,Onward Solar Power,Onward,0,2.52,2.7,Not Applicable,,,50,Unsuccessful,No
815,NTPC,Central REIA,1200,Solar,Solar,ISTS,NTPC 1.2 GW SOLAR 24-25-01,24-Jun-24,FY 2025,17-Oct-24,FY 2025,Adyant Enersol (Datta Power Infra),Datta Power,0,2.54,2.87,Not Applicable,,,70,Unsuccessful,No
801,SJVN,Central REIA,1200,RTC/FDRE,FDRE,ISTS,SJVN 1.2 GW ISTS-FDRE-2 [+1.2 GW Greenshoe],27-Mar-24,FY 2024,9-Oct-24,FY 2025,Hero,Hero,240,4.25,4.63,PPA signed,120,Only Base Capacity Signed,240,Full Capacity Won,Yes
802,SJVN,Central REIA,1200,RTC/FDRE,FDRE,ISTS,SJVN 1.2 GW ISTS-FDRE-2 [+1.2 GW Greenshoe],27-Mar-24,FY 2024,9-Oct-24,FY 2025,Ganeka One,Solarpack,280,4.25,4.65,PPA signed,280,Only Base Capacity Signed,280,Full Capacity Won,Yes
803,SJVN,Central REIA,1200,RTC/FDRE,FDRE,ISTS,SJVN 1.2 GW ISTS-FDRE-2 [+1.2 GW Greenshoe],27-Mar-24,FY 2024,9-Oct-24,FY 2025,Juniper,Juniper,400,4.25,4.69,PPA signed,200,Only Base Capacity Signed,400,Full Capacity Won,Yes
804,SJVN,Central REIA,1200,RTC/FDRE,FDRE,ISTS,SJVN 1.2 GW ISTS-FDRE-2 [+1.2 GW Greenshoe],27-Mar-24,FY 2024,9-Oct-24,FY 2025,ReNew,Renew Power,300,4.25,4.65,PPA signed,150,Only Base Capacity Signed,300,Full Capacity Won,Yes
805,SJVN,Central REIA,1200,RTC/FDRE,FDRE,ISTS,SJVN 1.2 GW ISTS-FDRE-2 [+1.2 GW Greenshoe],27-Mar-24,FY 2024,9-Oct-24,FY 2025,Avaada Energy,Avaada,1180,4.255,4.49,PPA signed,590,Only Base Capacity Signed,1200,Partial Capacity Won,Yes
806,SJVN,Central REIA,1200,RTC/FDRE,FDRE,ISTS,SJVN 1.2 GW ISTS-FDRE-2 [+1.2 GW Greenshoe],27-Mar-24,FY 2024,9-Oct-24,FY 2025,ACME,ACME,0,4.27,4.6,Not Applicable,,,1200,Unsuccessful,No
807,SJVN,Central REIA,1200,RTC/FDRE,FDRE,ISTS,SJVN 1.2 GW ISTS-FDRE-2 [+1.2 GW Greenshoe],27-Mar-24,FY 2024,9-Oct-24,FY 2025,Hexa,Hexa,0,4.31,4.6,Not Applicable,,,200,Unsuccessful,No
808,SJVN,Central REIA,1200,RTC/FDRE,FDRE,ISTS,SJVN 1.2 GW ISTS-FDRE-2 [+1.2 GW Greenshoe],27-Mar-24,FY 2024,9-Oct-24,FY 2025,Serentica,Serentica,0,4.42,4.59,Not Applicable,,,400,Unsuccessful,No
792,SECI,Central REIA,600,Hybrid,Hybrid,ISTS,SECI - 600 MW - Hybrid -ISTS-T-9,28-Jun-24,FY 2025,1-Oct-24,FY 2025,Juniper,Juniper,150,3.25,3.47,LoA issued,,,150,Full Capacity Won,Yes
793,SECI,Central REIA,600,Hybrid,Hybrid,ISTS,SECI - 600 MW - Hybrid -ISTS-T-9,28-Jun-24,FY 2025,1-Oct-24,FY 2025,ACME,ACME,300,3.25,3.47,LoA issued,,,300,Full Capacity Won,Yes
794,SECI,Central REIA,600,Hybrid,Hybrid,ISTS,SECI - 600 MW - Hybrid -ISTS-T-9,28-Jun-24,FY 2025,1-Oct-24,FY 2025,Sembcorp,Sembcorp,150,3.26,3.46,LoA issued,,,300,Partial Capacity Won,Yes
795,SECI,Central REIA,600,Hybrid,Hybrid,ISTS,SECI - 600 MW - Hybrid -ISTS-T-9,28-Jun-24,FY 2025,1-Oct-24,FY 2025,Adyant Enersol (Datta Infra),Datta Power,0,3.28,3.46,Not Applicable,,,60,Unsuccessful,No
796,MSEDCL,State,1000,ESS/BESS,PHSP,ISTS/STU,MSEDCL - 1 GW - ISTS/STU - PHSP,9-Mar-24,FY 2024,1-Oct-24,FY 2025,Torrent,Torrent,1500,104.98,170,PPA Signed,1500,AFC: 83.98 Lacs; CL: 25%,1500,Full Capacity Won,Yes
797,MSEDCL,State,1000,ESS/BESS,PHSP,ISTS/STU,MSEDCL - 1 GW - ISTS/STU - PHSP,9-Mar-24,FY 2024,1-Oct-24,FY 2025,JSW,JSW,1500,104.98,163.7,PPA Signed,1500,AFC: 84.66 Lacs; CL: 24%,1500,Full Capacity Won,Yes
798,MSEDCL,State,1000,ESS/BESS,PHSP,ISTS/STU,MSEDCL - 1 GW - ISTS/STU - PHSP,9-Mar-24,FY 2024,1-Oct-24,FY 2025,Adani,Adani,0,137.5,133.7,Not Applicable,,,500,Unsuccessful,No
799,MSEDCL,State,1000,ESS/BESS,PHSP,ISTS/STU,MSEDCL - 1 GW - ISTS/STU - PHSP,9-Mar-24,FY 2024,1-Oct-24,FY 2025,Ritwik Projects,Ritwik Projects,0,164.43,135,Not Applicable,,,800,Unsuccessful,No
800,MSEDCL,State,1000,ESS/BESS,PHSP,ISTS/STU,MSEDCL - 1 GW - ISTS/STU - PHSP,9-Mar-24,FY 2024,1-Oct-24,FY 2025,Greenko,Greenko,0,168.03115,138,Not Applicable,,,1200,Unsuccessful,No
778,MSEDCL,State,250,BESS,BESS,STU,MSEDCL-250 MW-BESS-1 [+ 500 MW under Green Shoe] With VGF,,,30-Sep-24,FY 2025,Pace Digitek Infra Private Limited,Pace Digitek,250,2.19,2.39,PPA Signed,250,,250,Full Capacity Won,Yes
779,MSEDCL,State,250,BESS,BESS,STU,MSEDCL-250 MW-BESS-1 [+ 500 MW under Green Shoe] With VGF,,,30-Sep-24,FY 2025,HIRA STEELS Ltd.,HIRA STEELS Ltd.,0,3.71001,3.71001,Not Applicable,,,250,Unsuccessful,No
780,MSEDCL,State,250,BESS,BESS,STU,MSEDCL-250 MW-BESS-1 [+ 500 MW under Green Shoe] With VGF,,,30-Sep-24,FY 2025,MAHATI INDUSTRIES,MAHATI INDUSTRIES,0,3.43,3.43,Not Applicable,,,250,Unsuccessful,No
781,MSEDCL,State,250,BESS,BESS,STU,MSEDCL-250 MW-BESS-1 [+ 500 MW under Green Shoe] With VGF,,,30-Sep-24,FY 2025,Pravaig Energy,Pravaig Energy,0,3.8,3.8,Not Applicable,,,250,Unsuccessful,No
782,MSEDCL,State,250,BESS,BESS,STU,MSEDCL-250 MW-BESS-1 [+ 500 MW under Green Shoe] With VGF,,,30-Sep-24,FY 2025,RELIANCE POWER,Reliance(Mukesh),0,3.21,3.21,Not Applicable,,,250,Unsuccessful,No
783,MSEDCL,State,250,BESS,BESS,STU,MSEDCL-250 MW-BESS-1 [+ 500 MW under Green Shoe] With VGF,,,30-Sep-24,FY 2025,H.G. Infra Engineering,H G Infra Engineering,0,3.94011,3.94011,Not Applicable,,,250,Unsuccessful,No
784,MSEDCL,State,250,BESS,BESS,STU,MSEDCL-250 MW-BESS-1 [+ 500 MW under Green Shoe] With VGF,,,30-Sep-24,FY 2025,BHILWARA ENERGY,BHILWARA ENERGY,0,3.99999,3.99999,Not Applicable,,,250,Unsuccessful,No
785,MSEDCL,State,250,BESS,BESS,STU,MSEDCL-250 MW-BESS-1 [+ 500 MW under Green Shoe] With VGF,,,30-Sep-24,FY 2025,IndiGrid 2 Limited,Indigrid,0,4.2205,4.2205,Not Applicable,,,250,Unsuccessful,No
786,MSEDCL,State,250,BESS,BESS,STU,MSEDCL-250 MW-BESS-1 [+ 500 MW under Green Shoe] With VGF,,,30-Sep-24,FY 2025,Avaada Energy Pvt. Ltd.,Avaada,0,4.36,4.36,Not Applicable,,,250,Unsuccessful,No
787,MSEDCL,State,250,BESS,BESS,STU,MSEDCL-250 MW-BESS-1 [+ 500 MW under Green Shoe] With VGF,,,30-Sep-24,FY 2025,Reliance Industries,Reliance(Mukesh),0,4.83,4.83,Not Applicable,,,250,Unsuccessful,No
788,MSEDCL,State,250,BESS,BESS,STU,MSEDCL-250 MW-BESS-1 [+ 500 MW under Green Shoe] With VGF,,,30-Sep-24,FY 2025,Torrent Power,Torrent,0,4.84,4.84,Not Applicable,,,250,Unsuccessful,No
789,MSEDCL,State,250,BESS,BESS,STU,MSEDCL-250 MW-BESS-1 [+ 500 MW under Green Shoe] With VGF,,,30-Sep-24,FY 2025,SOLARCRAFT (Bluepine),Bluepine,0,4.93,4.93,Not Applicable,,,250,Unsuccessful,No
790,MSEDCL,State,250,BESS,BESS,STU,MSEDCL-250 MW-BESS-1 [+ 500 MW under Green Shoe] With VGF,,,30-Sep-24,FY 2025,Ravindra Energy,Ravindra Energy,0,5.4,5.4,Not Applicable,,,250,Unsuccessful,No
791,MSEDCL,State,250,BESS,BESS,STU,MSEDCL-250 MW-BESS-1 [+ 500 MW under Green Shoe] With VGF,,,30-Sep-24,FY 2025,RAMALINGAM CONST.,RAMALINGAM CONST.,0,7.4,7.4,Not Applicable,,,250,Unsuccessful,No
776,SECI,Central REIA,1200,Wind,Wind,ISTS,SECI-500MW-Wind-T-17,29-May-24,FY 2025,14-Sep-24,FY 2025,Powerica,Powerica,50,3.81,,PPA signed,50,,500,Partial Capacity Won,Yes
777,SECI,Central REIA,1200,Wind,Wind,ISTS,SECI-500MW-Wind-T-17,29-May-24,FY 2025,14-Sep-24,FY 2025,Adyant,Adyani Enersol Private Limited,0,3.82,,Not Applicable,,,500,Unsuccessful,No
771,SECI,Central REIA,1000,ESS/BESS,BESS,ISTS,SECI 1000MW/2000MWh BESS Standalone,26-Jun-24,FY 2025,13-Sep-24,FY 2025,Reliance Power,Reliance,500,3.8199,4.62,LoA issued,,,1000,Partial Capacity Won,Yes
772,SECI,Central REIA,1000,ESS/BESS,BESS,ISTS,SECI 1000MW/2000MWh BESS Standalone,26-Jun-24,FY 2025,13-Sep-24,FY 2025,JSW Neo Energy,JSW,500,3.81,4.54,LoA issued,,,500,Full Capacity Won,Yes
773,SECI,Central REIA,1000,ESS/BESS,BESS,ISTS,SECI 1000MW/2000MWh BESS Standalone,26-Jun-24,FY 2025,13-Sep-24,FY 2025,Gensol Engineering Limited,Gensol,0,3.82995,4.41,Not Applicable,,,1000,Unsuccessful,No
774,SECI,Central REIA,1000,ESS/BESS,BESS,ISTS,SECI 1000MW/2000MWh BESS Standalone,26-Jun-24,FY 2025,13-Sep-24,FY 2025,Avaada Energy Priavte Limited,Avaada,0,3.88,4.27,Not Applicable,,,500,Unsuccessful,No
775,SECI,Central REIA,1000,ESS/BESS,BESS,ISTS,SECI 1000MW/2000MWh BESS Standalone,26-Jun-24,FY 2025,13-Sep-24,FY 2025,Acme,Acme,0,4.05998,4.44999,Not Applicable,,,250,Unsuccessful,No
765,NHPC,Central REIA,1200,RTC/FDRE,FDRE,ISTS,NHPC 1.2 GW ISTS- FDRE-II  (+1.2 GW under Greenshoe),2-Mar-24,FY 2024,12-Sep-24,FY 2025,Essar,Essar,300,4.37,4.71,LoA issued,,,300,Full Capacity Won,Yes
766,NHPC,Central REIA,1200,RTC/FDRE,FDRE,ISTS,NHPC 1.2 GW ISTS- FDRE-II  (+1.2 GW under Greenshoe),2-Mar-24,FY 2024,12-Sep-24,FY 2025,Serentica,Sterlite,150,4.37,4.78,LoA issued,,,150,Full Capacity Won,Yes
767,NHPC,Central REIA,1200,RTC/FDRE,FDRE,ISTS,NHPC 1.2 GW ISTS- FDRE-II  (+1.2 GW under Greenshoe),2-Mar-24,FY 2024,12-Sep-24,FY 2025,Juniper Green Cosmic Pvt. Ltd.,Juniper,250,4.37,4.79,PPA Signed,250,Powerline Mag. Shows that this PPA is signed with PSA being signed with DHBVNL and UHBNNL.,250,Full Capacity Won,Yes
768,NHPC,Central REIA,1200,RTC/FDRE,FDRE,ISTS,NHPC 1.2 GW ISTS- FDRE-II  (+1.2 GW under Greenshoe),2-Mar-24,FY 2024,12-Sep-24,FY 2025,Hexa Climate,Hexa Climate,200,4.374,4.83,LoA issued,,,200,Full Capacity Won,Yes
769,NHPC,Central REIA,1200,RTC/FDRE,FDRE,ISTS,NHPC 1.2 GW ISTS- FDRE-II  (+1.2 GW under Greenshoe),2-Mar-24,FY 2024,12-Sep-24,FY 2025,Avaada Energy,Avaada,1200,4.373916667,4.79,LoA issued,,,2400,Partial Capacity Won,Yes
770,NHPC,Central REIA,1200,RTC/FDRE,FDRE,ISTS,NHPC 1.2 GW ISTS- FDRE-II  (+1.2 GW under Greenshoe),2-Mar-24,FY 2024,12-Sep-24,FY 2025,Acme,Acme,0,4.39,4.39,Not Applicable,,,600,Unsuccessful,No
758,NHPC,Central REIA,1200,Solar,Solar,ISTS,NHPC 1.2 GW (+1.2 Greenshoe) Solar-3,3-May-24,FY 2025,9-Sep-24,FY 2025,Essar Power,Essar,600,2.56,2.67,LoA issued,,,600,Full Capacity Won,Yes
759,NHPC,Central REIA,1200,Solar,Solar,ISTS,NHPC 1.2 GW (+1.2 Greenshoe) Solar-3,3-May-24,FY 2025,9-Sep-24,FY 2025,Onward Solar,Onward,100,2.56,2.7,LoA issued,,,100,Full Capacity Won,Yes
760,NHPC,Central REIA,1200,Solar,Solar,ISTS,NHPC 1.2 GW (+1.2 Greenshoe) Solar-3,3-May-24,FY 2025,9-Sep-24,FY 2025,Mahindra Susten,Mahindra,600,2.565,2.73,LoA issued,,,600,Full Capacity Won,Yes
761,NHPC,Central REIA,1200,Solar,Solar,ISTS,NHPC 1.2 GW (+1.2 Greenshoe) Solar-3,3-May-24,FY 2025,9-Sep-24,FY 2025,Jevargi Solar,Rays Power,400,2.56,2.77,LoA issued,,,400,Full Capacity Won,Yes
762,NHPC,Central REIA,1200,Solar,Solar,ISTS,NHPC 1.2 GW (+1.2 Greenshoe) Solar-3,3-May-24,FY 2025,9-Sep-24,FY 2025,Avaada,Avaada,700,2.565,2.67,LoA issued,,,1200,Partial Capacity Won,Yes
763,NHPC,Central REIA,1200,Solar,Solar,ISTS,NHPC 1.2 GW (+1.2 Greenshoe) Solar-3,3-May-24,FY 2025,9-Sep-24,FY 2025,NTPC,NTPC,0,2.58,2.68,Not Applicable,,,300,Unsuccessful,No
764,NHPC,Central REIA,1200,Solar,Solar,ISTS,NHPC 1.2 GW (+1.2 Greenshoe) Solar-3,3-May-24,FY 2025,9-Sep-24,FY 2025,Acme,Acme,0,2.65,2.7,Not Applicable,,,600,Unsuccessful,No
754,MSEDCL,State,1650,Hybrid,Hybrid,STU,MSEDCL 1.65 GW STU/ISTS-Hybrid-Ph.4 + 1.65 GW under Green Shoe,9-Jul-24,FY 2025,28-Aug-24,FY 2025,JSW,JSW,200,3.6,3.75,PPA signed,200,,200,Full Capacity Won,Yes
755,MSEDCL,State,1650,Hybrid,Hybrid,STU,MSEDCL 1.65 GW STU/ISTS-Hybrid-Ph.4 + 1.65 GW under Green Shoe,9-Jul-24,FY 2025,28-Aug-24,FY 2025,Juniper,Juniper,75,3.65,3.65,PPA signed,75,,75,Full Capacity Won,Yes
756,MSEDCL,State,1650,Hybrid,Hybrid,STU,MSEDCL 1.65 GW STU/ISTS-Hybrid-Ph.4 + 1.65 GW under Green Shoe,9-Jul-24,FY 2025,28-Aug-24,FY 2025,Tata,Tata,200,3.68,3.74,PPA signed,200,,200,Full Capacity Won,Yes
757,MSEDCL,State,1650,Hybrid,Hybrid,STU,MSEDCL 1.65 GW STU/ISTS-Hybrid-Ph.4 + 1.65 GW under Green Shoe,9-Jul-24,FY 2025,28-Aug-24,FY 2025,Avaada Energy,Avaada,500,3.69,3.69,PPA signed,500,,500,Full Capacity Won,Yes
753,CESC,Central REIA,150,Solar,Solar,ISTS,RfS No. ED(PM)/2024-25/165 (CESC 150 MW + 150 MW Greenshoe),26-Jul-24,FY 2025,27-Aug-24,FY 2025,Purvah Green Energy PL,Purvah Green Energy PL,300,2.69,,PPA signed,300,,300,Full Capacity Won,Yes
748,SECI,Central REIA,500,Solar,Solar,ISTS,SECI-500 MW-Solar-T-16,29-May-24,FY 2025,12-Aug-24,FY 2025,SAEL,SAEL,250,2.48,,LoA issued,,,300,Partial Capacity Won,Yes
749,SECI,Central REIA,500,Solar,Solar,ISTS,SECI-500 MW-Solar-T-16,29-May-24,FY 2025,12-Aug-24,FY 2025,NTPC REL,NTPC,200,2.48,,LoA issued,,,300,Partial Capacity Won,Yes
750,SECI,Central REIA,500,Solar,Solar,ISTS,SECI-500 MW-Solar-T-16,29-May-24,FY 2025,12-Aug-24,FY 2025,Solar Craft Power India Pvt. Ltd.,Bluepine,150,2.49,,Capacity Surrendered,,Capacity Surrendered,100,Partial Capacity Won,Yes
751,SECI,Central REIA,500,Solar,Solar,ISTS,SECI-500 MW-Solar-T-16,29-May-24,FY 2025,12-Aug-24,FY 2025,Acme,Acme,250,2.49,2.64,Not Applicable,,,300,Partial Capacity Won,Yes
752,SECI,Central REIA,500,Solar,Solar,ISTS,SECI-500 MW-Solar-T-16,29-May-24,FY 2025,12-Aug-24,FY 2025,Adyani Enersol Private Limited,Adyani Enersol Private Limited,90,2.53,2.66,Not Applicable,,,400,Partial Capacity Won,Yes
738,SJVN,Central REIA,1200,Solar,Solar,ISTS,SJVN 1.2 GW ISTS-Solar-2,30-Apr-24,FY 2025,8-Aug-24,FY 2025,ACME,ACME,300,2.52,2.67,LoA issued,,,300,Full Capacity Won,Yes
739,SJVN,Central REIA,1200,Solar,Solar,ISTS,SJVN 1.2 GW ISTS-Solar-2,30-Apr-24,FY 2025,8-Aug-24,FY 2025,SAEL,SAEL,300,2.52,2.82,LoA issued,,,300,Full Capacity Won,Yes
740,SJVN,Central REIA,1200,Solar,Solar,ISTS,SJVN 1.2 GW ISTS-Solar-2,30-Apr-24,FY 2025,8-Aug-24,FY 2025,Onward Solar,MPCl industries limited,100,2.52,2.7,LoA issued,,,100,Full Capacity Won,Yes
741,SJVN,Central REIA,1200,Solar,Solar,ISTS,SJVN 1.2 GW ISTS-Solar-2,30-Apr-24,FY 2025,8-Aug-24,FY 2025,Essar,Essar,300,2.52,2.64,LoA issued,,,300,Full Capacity Won,Yes
742,SJVN,Central REIA,1200,Solar,Solar,ISTS,SJVN 1.2 GW ISTS-Solar-2,30-Apr-24,FY 2025,8-Aug-24,FY 2025,NTPC,NTPC,200,2.53,2.66,LoA issued,,,400,Partial Capacity Won,Yes
743,SJVN,Central REIA,1200,Solar,Solar,ISTS,SJVN 1.2 GW ISTS-Solar-2,30-Apr-24,FY 2025,8-Aug-24,FY 2025,Sherisha Technology,Sherisha Technology,0,2.56,2.62,Not Applicable,,,400,Unsuccessful,No
744,SJVN,Central REIA,1200,Solar,Solar,ISTS,SJVN 1.2 GW ISTS-Solar-2,30-Apr-24,FY 2025,8-Aug-24,FY 2025,Mahindra Susten,Mahindra,0,2.66,2.76,Not Applicable,,,300,Unsuccessful,No
745,SJVN,Central REIA,1200,Solar,Solar,ISTS,SJVN 1.2 GW ISTS-Solar-2,30-Apr-24,FY 2025,8-Aug-24,FY 2025,Avaada Energy,Avaada,0,2.67,2.67,Not Applicable,,,600,Unsuccessful,No
746,SJVN,Central REIA,1200,Solar,Solar,ISTS,SJVN 1.2 GW ISTS-Solar-2,30-Apr-24,FY 2025,8-Aug-24,FY 2025,Bluepine,Bluepine,0,2.74,2.74,Not Applicable,,,300,Unsuccessful,No
747,SJVN,Central REIA,1200,Solar,Solar,ISTS,SJVN 1.2 GW ISTS-Solar-2,30-Apr-24,FY 2025,8-Aug-24,FY 2025,ReNew,ReNew,0,2.78,2.78,Not Applicable,,,300,Unsuccessful,No
