S.No.,Bidding Authority,REIA,Tender Capacity,Category,Type,Connectivity,RFS No.,RFS Date,RFS Financial Year,eRA,Financial Year,Company,Group Company,Won Capacity,Final Tariff,Initial Tariff,Status (e-RA/LOA/PPA/COD),Signed PPA Cap. (MW),Remarks,Bid Capacity,Bidding Result,Any Success
925,RVUNL,State,500,ESS/BESS,BESS,STU,RVUNL-500 MW/ 1000 MWh-BESS-Rajasthan (+500MW Greenshoe)+ With VGF,7-Nov-24,FY 2025,24-Jan-25,FY 2025,SolarWorld Energy,Solarworld,250,2.21,2.8,PPA Signed,250,,125,Partial Capacity Won,Yes
926,RVUNL,State,500,ESS/BESS,BESS,STU,RVUNL-500 MW/ 1000 MWh-BESS-Rajasthan (+500MW Greenshoe)+ With VGF,7-Nov-24,FY 2025,24-Jan-25,FY 2025,Oriana Power,Oriana,100,2.215,2.3,PPA Signed,100,,50,Partial Capacity Won,Yes
927,RVUNL,State,500,ESS/BESS,BESS,STU,RVUNL-500 MW/ 1000 MWh-BESS-Rajasthan (+500MW Greenshoe)+ With VGF,7-Nov-24,FY 2025,24-Jan-25,FY 2025,Rays Power Expert,Rays Expert,150,2.21,2.35,PPA Signed,150,,75,Partial Capacity Won,Yes
928,RVUNL,State,500,ESS/BESS,BESS,STU,RVUNL-500 MW/ 1000 MWh-BESS-Rajasthan (+500MW Greenshoe)+ With VGF,7-Nov-24,FY 2025,24-Jan-25,FY 2025,JSW,JSW,500,2.225,2.79,PPA Signed,500,,250,Partial Capacity Won,Yes
929,RVUNL,State,500,ESS/BESS,BESS,STU,RVUNL-500 MW/ 1000 MWh-BESS-Rajasthan (+500MW Greenshoe)+ With VGF,7-Nov-24,FY 2025,24-Jan-25,FY 2025,IndiGrid,IndiGrid,0,3.7,3.7,Not Applicable,,,250,Unsuccessful,No
930,RVUNL,State,500,ESS/BESS,BESS,STU,RVUNL-500 MW/ 1000 MWh-BESS-Rajasthan (+500MW Greenshoe)+ With VGF,7-Nov-24,FY 2025,24-Jan-25,FY 2025,Reliance NU Energies,Reliance(Anil),0,2.9,2.9,Not Applicable,,,250,Unsuccessful,No
931,RVUNL,State,500,ESS/BESS,BESS,STU,RVUNL-500 MW/ 1000 MWh-BESS-Rajasthan (+500MW Greenshoe)+ With VGF,7-Nov-24,FY 2025,24-Jan-25,FY 2025,NTPC ,NTPC,0,3.1,3.1,Not Applicable,,,250,Unsuccessful,No
932,RVUNL,State,500,ESS/BESS,BESS,STU,RVUNL-500 MW/ 1000 MWh-BESS-Rajasthan (+500MW Greenshoe)+ With VGF,7-Nov-24,FY 2025,24-Jan-25,FY 2025,Bhilwara Energy,Bhilwara,0,2.6,2.6,Not Applicable,,,125,Unsuccessful,No
933,RVUNL,State,500,ESS/BESS,BESS,STU,RVUNL-500 MW/ 1000 MWh-BESS-Rajasthan (+500MW Greenshoe)+ With VGF,7-Nov-24,FY 2025,24-Jan-25,FY 2025,Swastik Infra ,Swastik Infra ,0,2.3,2.3,Not Applicable,,,100,Unsuccessful,No
934,RVUNL,State,500,ESS/BESS,BESS,STU,RVUNL-500 MW/ 1000 MWh-BESS-Rajasthan (+500MW Greenshoe)+ With VGF,7-Nov-24,FY 2025,24-Jan-25,FY 2025,HG Infra Engineering,HG Infra Engineering,0,3.8,3.8,Not Applicable,,,250,Unsuccessful,No
935,RVUNL,State,500,ESS/BESS,BESS,STU,RVUNL-500 MW/ 1000 MWh-BESS-Rajasthan (+500MW Greenshoe)+ With VGF,7-Nov-24,FY 2025,24-Jan-25,FY 2025,Avaada Energy PL,Avaada,0,5.31,5.31,Not Applicable,,,250,Unsuccessful,No
913,NHPC,Central REIA,1200,RTC/FDRE,Solar + ESS,ISTS,NHPC - 1.2 GW ISTS - Solar + 600 MW/1.2 GWh ESS -T8 ,20-Sep-24,FY 2025,23-Jan-25,FY 2025,Onix Renewable,Onix,100,3.09,4.05,LoA issued,,,100,Full Capacity Won,Yes
914,NHPC,Central REIA,1200,RTC/FDRE,Solar + ESS,ISTS,NHPC - 1.2 GW ISTS - Solar + 600 MW/1.2 GWh ESS -T8 ,20-Sep-24,FY 2025,23-Jan-25,FY 2025,Jindal India,Jindal Renewables,180,3.09,3.69,LoA issued,,,180,Full Capacity Won,Yes
915,NHPC,Central REIA,1200,RTC/FDRE,Solar + ESS,ISTS,NHPC - 1.2 GW ISTS - Solar + 600 MW/1.2 GWh ESS -T8 ,20-Sep-24,FY 2025,23-Jan-25,FY 2025,NTPC,NTPC,300,3.09,3.65,LoA issued,,,300,Full Capacity Won,Yes
916,NHPC,Central REIA,1200,RTC/FDRE,Solar + ESS,ISTS,NHPC - 1.2 GW ISTS - Solar + 600 MW/1.2 GWh ESS -T8 ,20-Sep-24,FY 2025,23-Jan-25,FY 2025,Kolar Solar Power (Rays Power Infra),Rays Power,150,3.09,3.47,LoA issued,,,150,Full Capacity Won,Yes
917,NHPC,Central REIA,1200,RTC/FDRE,Solar + ESS,ISTS,NHPC - 1.2 GW ISTS - Solar + 600 MW/1.2 GWh ESS -T8 ,20-Sep-24,FY 2025,23-Jan-25,FY 2025,ReNew,Renew Power,600,3.1,3.6,LoA issued,,Greenshoe Included,300,Partial Capacity Won,Yes
918,NHPC,Central REIA,1200,RTC/FDRE,Solar + ESS,ISTS,NHPC - 1.2 GW ISTS - Solar + 600 MW/1.2 GWh ESS -T8 ,20-Sep-24,FY 2025,23-Jan-25,FY 2025,Adani,Adani,170,3.1,3.49,LoA issued,,,600,Partial Capacity Won,Yes
919,NHPC,Central REIA,1200,RTC/FDRE,Solar + ESS,ISTS,NHPC - 1.2 GW ISTS - Solar + 600 MW/1.2 GWh ESS -T8 ,20-Sep-24,FY 2025,23-Jan-25,FY 2025,Power Mech Projects,Power Mac Projects,0,3.15,3.86,Not Applicable,,,50,Unsuccessful,No
920,NHPC,Central REIA,1200,RTC/FDRE,Solar + ESS,ISTS,NHPC - 1.2 GW ISTS - Solar + 600 MW/1.2 GWh ESS -T8 ,20-Sep-24,FY 2025,23-Jan-25,FY 2025,HERO (Clean Renewable),Hero,0,3.25,3.73,Not Applicable,,,300,Unsuccessful,No
921,NHPC,Central REIA,1200,RTC/FDRE,Solar + ESS,ISTS,NHPC - 1.2 GW ISTS - Solar + 600 MW/1.2 GWh ESS -T8 ,20-Sep-24,FY 2025,23-Jan-25,FY 2025,Gensol Engineering,Gensol,0,3.43,3.95,Not Applicable,,,210,Unsuccessful,No
922,NHPC,Central REIA,1200,RTC/FDRE,Solar + ESS,ISTS,NHPC - 1.2 GW ISTS - Solar + 600 MW/1.2 GWh ESS -T8 ,20-Sep-24,FY 2025,23-Jan-25,FY 2025,Juniper,Juniper,0,3.61,3.61,Not Applicable,,,250,Unsuccessful,No
923,NHPC,Central REIA,1200,RTC/FDRE,Solar + ESS,ISTS,NHPC - 1.2 GW ISTS - Solar + 600 MW/1.2 GWh ESS -T8 ,20-Sep-24,FY 2025,23-Jan-25,FY 2025,TATA,Tata,0,3.62,3.75,Not Applicable,,,100,Unsuccessful,No
924,NHPC,Central REIA,1200,RTC/FDRE,Solar + ESS,ISTS,NHPC - 1.2 GW ISTS - Solar + 600 MW/1.2 GWh ESS -T8 ,20-Sep-24,FY 2025,23-Jan-25,FY 2025,Avaada Energy,Avaada,0,3.64,3.64,Not Applicable,,,600,Unsuccessful,No
906,NHPC,Central REIA,1200,Solar,Solar,ISTS,"NHPC - 1.2 GW ISTS - Solar -T9 
(+1.2 GW under Greenshoe)",8-Oct-24,FY 2025,22-Jan-25,FY 2025,Teerth Gopicon,Teerth Gopicon,70,2.43,2.43,LoA issued,,,70,Full Capacity Won,Yes
907,NHPC,Central REIA,1200,Solar,Solar,ISTS,"NHPC - 1.2 GW ISTS - Solar -T9 
(+1.2 GW under Greenshoe)",8-Oct-24,FY 2025,22-Jan-25,FY 2025,Hanur Solar (Rays Powerinfra),Rays Power,600,2.44,2.58,LoA issued,,,600,Full Capacity Won,Yes
908,NHPC,Central REIA,1200,Solar,Solar,ISTS,"NHPC - 1.2 GW ISTS - Solar -T9 
(+1.2 GW under Greenshoe)",8-Oct-24,FY 2025,22-Jan-25,FY 2025,ReNew,Renew Power,900,2.443333333,2.69,LoA issued,,,900,Full Capacity Won,Yes
909,NHPC,Central REIA,1200,Solar,Solar,ISTS,"NHPC - 1.2 GW ISTS - Solar -T9 
(+1.2 GW under Greenshoe)",8-Oct-24,FY 2025,22-Jan-25,FY 2025,Avaada Energy,Avaada,600,2.47,2.69,LoA issued,,,600,Full Capacity Won,Yes
910,NHPC,Central REIA,1200,Solar,Solar,ISTS,"NHPC - 1.2 GW ISTS - Solar -T9 
(+1.2 GW under Greenshoe)",8-Oct-24,FY 2025,22-Jan-25,FY 2025,Bharat Petroleum (BPCL),BPCL,30,2.47,2.55,LoA issued,,,30,Full Capacity Won,Yes
911,NHPC,Central REIA,1200,Solar,Solar,ISTS,"NHPC - 1.2 GW ISTS - Solar -T9 
(+1.2 GW under Greenshoe)",8-Oct-24,FY 2025,22-Jan-25,FY 2025,Onward Solar,Onward,0,2.69,2.7,Not Applicable,,,50,Unsuccessful,No
912,NHPC,Central REIA,1200,Solar,Solar,ISTS,"NHPC - 1.2 GW ISTS - Solar -T9 
(+1.2 GW under Greenshoe)",8-Oct-24,FY 2025,22-Jan-25,FY 2025,Eden,Eden,0,2.69,2.69,Not Applicable,,,300,Unsuccessful,No
897,UPPCL,State,2000,Solar,Solar,ISTS/STU,UPPCL - 2 GW-ISTS/STU-SOLAR-IPP,13-Aug-24,FY 2025,4-Jan-25,FY 2025,NTPC,NTPC,1000,2.56,2.82,PPA Signed,1000,,1000,Full Capacity Won,Yes
898,UPPCL,State,2000,Solar,Solar,ISTS/STU,UPPCL - 2 GW-ISTS/STU-SOLAR-IPP,13-Aug-24,FY 2025,4-Jan-25,FY 2025,ReNew,Renew Power,300,2.56,2.95,PPA Signed,300,,300,Full Capacity Won,Yes
899,UPPCL,State,2000,Solar,Solar,ISTS/STU,UPPCL - 2 GW-ISTS/STU-SOLAR-IPP,13-Aug-24,FY 2025,4-Jan-25,FY 2025,Fastnote Biofuels,Hindustan Power,300,2.57,2.97,PPA Signed,300,,300,Full Capacity Won,Yes
900,UPPCL,State,2000,Solar,Solar,ISTS/STU,UPPCL - 2 GW-ISTS/STU-SOLAR-IPP,13-Aug-24,FY 2025,4-Jan-25,FY 2025,Adani,Adani,400,2.57,3.19,PPA Signed,400,,1000,Partial Capacity Won,Yes
901,UPPCL,State,2000,Solar,Solar,ISTS/STU,UPPCL - 2 GW-ISTS/STU-SOLAR-IPP,13-Aug-24,FY 2025,4-Jan-25,FY 2025,Hinduja,Hinduja,0,2.63,2.89,Not Applicable,,,600,Unsuccessful,No
902,UPPCL,State,2000,Solar,Solar,ISTS/STU,UPPCL - 2 GW-ISTS/STU-SOLAR-IPP,13-Aug-24,FY 2025,4-Jan-25,FY 2025,JSW,JSW,0,2.65,2.88,Not Applicable,,,600,Unsuccessful,No
903,UPPCL,State,2000,Solar,Solar,ISTS/STU,UPPCL - 2 GW-ISTS/STU-SOLAR-IPP,13-Aug-24,FY 2025,4-Jan-25,FY 2025,SAEL,SAEL,0,2.76,2.82,Not Applicable,,,300,Unsuccessful,No
904,UPPCL,State,2000,Solar,Solar,ISTS/STU,UPPCL - 2 GW-ISTS/STU-SOLAR-IPP,13-Aug-24,FY 2025,4-Jan-25,FY 2025,Nature International,Nature International,0,2.77,2.83,Not Applicable,,,50,Unsuccessful,No
905,UPPCL,State,2000,Solar,Solar,ISTS/STU,UPPCL - 2 GW-ISTS/STU-SOLAR-IPP,13-Aug-24,FY 2025,4-Jan-25,FY 2025,Torrent ,Torrent ,0,3.3,3.3,Not Applicable,,,300,Unsuccessful,No
894,SECI,Central REIA,2000,RTC/FDRE,FDRE,ISTS,SECI - 2 GW/ 8 GWh - (RE+ESS)-FDRE-6 (Assured Peak Power only on Selected Time slots),12-Sep-24,FY 2025,2-Jan-25,FY 2025,Altra Xergi Power,O2 Power,200,8.5,9.89,LoA issued,,,200,Full Capacity Won,Yes
895,SECI,Central REIA,2000,RTC/FDRE,FDRE,ISTS,SECI - 2 GW/ 8 GWh - (RE+ESS)-FDRE-6 (Assured Peak Power only on Selected Time slots),12-Sep-24,FY 2025,2-Jan-25,FY 2025,ACME,ACME,0,9.68,9.68,Not Applicable,,,300,Unsuccessful,No
896,SECI,Central REIA,2000,RTC/FDRE,FDRE,ISTS,SECI - 2 GW/ 8 GWh - (RE+ESS)-FDRE-6 (Assured Peak Power only on Selected Time slots),12-Sep-24,FY 2025,2-Jan-25,FY 2025,Avaada Energy,Avaada,0,9.85,9.99,Not Applicable,,,320,Unsuccessful,No
889,NTPC,Central REIA,1200,Hybrid,Hybrid,ISTS,NTPC-1200 MW-Wind-Solar Hybrid-24/25-02 (with 600 MW Greenshoe option),30-Aug-24,FY 2025,30-Dec-24,FY 2025,JSP Green,Jindal Renewables,525,3.38,,LoA issued,,,525,Full Capacity Won,Yes
890,NTPC,Central REIA,1200,Hybrid,Hybrid,ISTS,NTPC-1200 MW-Wind-Solar Hybrid-24/25-02 (with 600 MW Greenshoe option),30-Aug-24,FY 2025,30-Dec-24,FY 2025,Adyant Enersol,Datta Power,225,3.4,,LoA issued,,,225,Full Capacity Won,Yes
891,NTPC,Central REIA,1200,Hybrid,Hybrid,ISTS,NTPC-1200 MW-Wind-Solar Hybrid-24/25-02 (with 600 MW Greenshoe option),30-Aug-24,FY 2025,30-Dec-24,FY 2025,Green Prairie Energy IV,EverGreen Power,300,3.4,,LoA issued,,,300,Full Capacity Won,Yes
892,NTPC,Central REIA,1200,Hybrid,Hybrid,ISTS,NTPC-1200 MW-Wind-Solar Hybrid-24/25-02 (with 600 MW Greenshoe option),30-Aug-24,FY 2025,30-Dec-24,FY 2025,AMPIN Energy Utility,Amp,225,3.4,,LoA issued,,,225,Full Capacity Won,Yes
893,NTPC,Central REIA,1200,Hybrid,Hybrid,ISTS,NTPC-1200 MW-Wind-Solar Hybrid-24/25-02 (with 600 MW Greenshoe option),30-Aug-24,FY 2025,30-Dec-24,FY 2025,Adani Renewable Holding 12,Adani,525,3.4,,LoA issued,,,700,Partial Capacity Won,Yes
886,SECI,Central REIA,1000,Solar,Solar,ISTS,SECI - 1000 MW - SOLAR - ISTS - T-18,12-Sep-24,FY 2025,24-Dec-24,FY 2025,Renew Solar Power,Renew Power,250,3.04,,PPA Signed,250,,250,Full Capacity Won,Yes
887,SECI,Central REIA,1000,Solar,Solar,ISTS,SECI - 1000 MW - SOLAR - ISTS - T-18,12-Sep-24,FY 2025,24-Dec-24,FY 2025,ACME Solar Holdings,ACME,300,3.05,,PPA Signed,300,,300,Full Capacity Won,Yes
888,SECI,Central REIA,1000,Solar,Solar,ISTS,SECI - 1000 MW - SOLAR - ISTS - T-18,12-Sep-24,FY 2025,24-Dec-24,FY 2025,Adani Renewable Energy,Adani,50,3.1,,PPA Signed,50,,200,Partial Capacity Won,Yes
880,NTPC,Central REIA,1200,Solar,Solar,ISTS,NTPC 1200 MW Solar 24/25 - 02 + 600 MW Greenshoe,29-Aug-24,FY 2025,23-Dec-24,FY 2025,Bharat Petroleum,BPCL,225,2.55,,LOA Issued,,,300,Partial Capacity Won,Yes
881,NTPC,Central REIA,1200,Solar,Solar,ISTS,NTPC 1200 MW Solar 24/25 - 02 + 600 MW Greenshoe,29-Aug-24,FY 2025,23-Dec-24,FY 2025,Onward Solar Pvt. Ltd.,Onward,75,2.576666667,,LOA Issued,,,100,Partial Capacity Won,Yes
882,NTPC,Central REIA,1200,Solar,Solar,ISTS,NTPC 1200 MW Solar 24/25 - 02 + 600 MW Greenshoe,29-Aug-24,FY 2025,23-Dec-24,FY 2025,Renew Solar Pvt. Ltd.,Renew Power,450,2.583333333,,LOA Issued,,,600,Partial Capacity Won,Yes
883,NTPC,Central REIA,1200,Solar,Solar,ISTS,NTPC 1200 MW Solar 24/25 - 02 + 600 MW Greenshoe,29-Aug-24,FY 2025,23-Dec-24,FY 2025,Illuminate Hybren Pvt. Ltd.,Mahindra,180,2.583333333,,LOA Issued,,,240,Partial Capacity Won,Yes
884,NTPC,Central REIA,1200,Solar,Solar,ISTS,NTPC 1200 MW Solar 24/25 - 02 + 600 MW Greenshoe,29-Aug-24,FY 2025,23-Dec-24,FY 2025,Adyant Enersol Pvt. Ltd.,Datta Power,150,2.583333333,,LOA Issued,,,200,Partial Capacity Won,Yes
885,NTPC,Central REIA,1200,Solar,Solar,ISTS,NTPC 1200 MW Solar 24/25 - 02 + 600 MW Greenshoe,29-Aug-24,FY 2025,23-Dec-24,FY 2025,Dineshchandra R. Agrawal Infracon,Dineshchandra R. Agrawal Infracon,144,2.65,,LOA Issued,,,600,Partial Capacity Won,Yes
870,GUVNL,State,1000,Solar,Solar,STU,GUVNL 500 MW + 500 MW Greenshoe Solar Ph-25,20-Aug-24,FY 2025,18-Dec-24,FY 2025,Prozeal Green Energy,Prozeal Green Energy,100,2.55,2.66,PPA Signed,100,,100,Full Capacity Won,Yes
871,GUVNL,State,1000,Solar,Solar,STU,GUVNL 500 MW + 500 MW Greenshoe Solar Ph-25,20-Aug-24,FY 2025,18-Dec-24,FY 2025,Ausom Enterprise,Ausom Enterprise,50,2.55,2.67,PPA Signed,50,,50,Full Capacity Won,Yes
872,GUVNL,State,1000,Solar,Solar,STU,GUVNL 500 MW + 500 MW Greenshoe Solar Ph-25,20-Aug-24,FY 2025,18-Dec-24,FY 2025,Kintech Synergy,Kintech Synergy,100,2.55,2.61,PPA Signed,100,,50,Partial Capacity Won,Yes
873,GUVNL,State,1000,Solar,Solar,STU,GUVNL 500 MW + 500 MW Greenshoe Solar Ph-25,20-Aug-24,FY 2025,18-Dec-24,FY 2025,Enertech Fuel Solutions,Enertech Fuel Solutions,243,2.55,2.7,PPA Signed,243,,40,Partial Capacity Won,Yes
874,GUVNL,State,1000,Solar,Solar,STU,GUVNL 500 MW + 500 MW Greenshoe Solar Ph-25,20-Aug-24,FY 2025,18-Dec-24,FY 2025,SBB Mouldings,SBB Mouldings,10,2.55,2.65,PPA Signed,10,,10,Full Capacity Won,Yes
875,GUVNL,State,1000,Solar,Solar,STU,GUVNL 500 MW + 500 MW Greenshoe Solar Ph-25,20-Aug-24,FY 2025,18-Dec-24,FY 2025,Drashta Green Energy,Drashta Green,17,2.55,2.7,PPA Signed,17,,10,Partial Capacity Won,Yes
876,GUVNL,State,1000,Solar,Solar,STU,GUVNL 500 MW + 500 MW Greenshoe Solar Ph-25,20-Aug-24,FY 2025,18-Dec-24,FY 2025,SAEL Industries,SAEL,480,2.555,2.72,PPA Signed,480,,300,Partial Capacity Won,Yes
877,GUVNL,State,1000,Solar,Solar,STU,GUVNL 500 MW + 500 MW Greenshoe Solar Ph-25,20-Aug-24,FY 2025,18-Dec-24,FY 2025,SolarCraft (Bluepine),Bluepine,0,2.57,2.72,Not Applicable,,,80,Unsuccessful,No
878,GUVNL,State,1000,Solar,Solar,STU,GUVNL 500 MW + 500 MW Greenshoe Solar Ph-25,20-Aug-24,FY 2025,18-Dec-24,FY 2025,Dineshchandra R Agarwal Infracon,Dineshchandra R Agarwal Infracon,0,2.61,2.7,Not Applicable,,,60,Unsuccessful,No
879,GUVNL,State,1000,Solar,Solar,STU,GUVNL 500 MW + 500 MW Greenshoe Solar Ph-25,20-Aug-24,FY 2025,18-Dec-24,FY 2025,Sprng,Sprng,0,2.62,2.73,Not Applicable,,,75,Unsuccessful,No
866,NHPC,Central REIA,1200,RTC/FDRE,FDRE,ISTS,NHPC 1.2 GW ISTS- FDRE-3  (+1.2 GW under Greenshoe),28-Jun-24,FY 2025,10-Dec-24,FY 2025,Jevargi (Rays Power),Rays Power,150,4.48,4.48,LoA issued,,,300,Partial Capacity Won,Yes
867,NHPC,Central REIA,1200,RTC/FDRE,FDRE,ISTS,NHPC 1.2 GW ISTS- FDRE-3  (+1.2 GW under Greenshoe),28-Jun-24,FY 2025,10-Dec-24,FY 2025,Juniper,Juniper,500,4.512,4.6,LoA issued,,,400,Partial Capacity Won,Yes
868,NHPC,Central REIA,1200,RTC/FDRE,FDRE,ISTS,NHPC 1.2 GW ISTS- FDRE-3  (+1.2 GW under Greenshoe),28-Jun-24,FY 2025,10-Dec-24,FY 2025,Avaada Energy,Avaada,1200,4.52,4.63,LoA issued,,,1200,Full Capacity Won,Yes
869,NHPC,Central REIA,1200,RTC/FDRE,FDRE,ISTS,NHPC 1.2 GW ISTS- FDRE-3  (+1.2 GW under Greenshoe),28-Jun-24,FY 2025,10-Dec-24,FY 2025,ACME,ACME,500,4.52,4.7,PPA Signed,250,PPA signed on 20-June-2025 as per PSA with DVC for 250 MW,1200,Partial Capacity Won,Yes
852,SECI,Central REIA,2000,RTC/FDRE,Solar + ESS,ISTS,SECI 2 GW Solar + ESS -  ISTS-T-17,31-Jul-24,FY 2025,9-Dec-24,FY 2025,NTPC Renewables,NTPC,500,3.52,4.25,PPA signed,500,,500,Full Capacity Won,Yes
853,SECI,Central REIA,2000,RTC/FDRE,Solar + ESS,ISTS,SECI 2 GW Solar + ESS -  ISTS-T-17,31-Jul-24,FY 2025,9-Dec-24,FY 2025,Sembcorp Green Infra,Sembcorp,150,3.52,4.15,PPA signed,150,,150,Full Capacity Won,Yes
854,SECI,Central REIA,2000,RTC/FDRE,Solar + ESS,ISTS,SECI 2 GW Solar + ESS -  ISTS-T-17,31-Jul-24,FY 2025,9-Dec-24,FY 2025,Solarcraft Power India 8 (Bluepine),Bluepine,150,3.52,3.8,PPA signed,150,,150,Full Capacity Won,Yes
855,SECI,Central REIA,2000,RTC/FDRE,Solar + ESS,ISTS,SECI 2 GW Solar + ESS -  ISTS-T-17,31-Jul-24,FY 2025,9-Dec-24,FY 2025,HERO Solar Energy,Hero,270,3.52,4.22,PPA signed,270,,270,Full Capacity Won,Yes
856,SECI,Central REIA,2000,RTC/FDRE,Solar + ESS,ISTS,SECI 2 GW Solar + ESS -  ISTS-T-17,31-Jul-24,FY 2025,9-Dec-24,FY 2025,Reliance Power,Reliance,930,3.53,4.5,PPA signed,930,,1000,Partial Capacity Won,Yes
857,SECI,Central REIA,2000,RTC/FDRE,Solar + ESS,ISTS,SECI 2 GW Solar + ESS -  ISTS-T-17,31-Jul-24,FY 2025,9-Dec-24,FY 2025,Renew Solar Power,Renew,0,3.53,4.35,Not Applicable,,,300,Unsuccessful,No
858,SECI,Central REIA,2000,RTC/FDRE,Solar + ESS,ISTS,SECI 2 GW Solar + ESS -  ISTS-T-17,31-Jul-24,FY 2025,9-Dec-24,FY 2025,Avaada Energy,Avaada,0,3.55,3.99,Not Applicable,,,600,Unsuccessful,No
859,SECI,Central REIA,2000,RTC/FDRE,Solar + ESS,ISTS,SECI 2 GW Solar + ESS -  ISTS-T-17,31-Jul-24,FY 2025,9-Dec-24,FY 2025,JSW Neo Energy,JSW,0,3.57,4.23,Not Applicable,,,350,Unsuccessful,No
860,SECI,Central REIA,2000,RTC/FDRE,Solar + ESS,ISTS,SECI 2 GW Solar + ESS -  ISTS-T-17,31-Jul-24,FY 2025,9-Dec-24,FY 2025,AMPIN Energy Utility,Amp,0,3.55,4.15,Not Applicable,,,150,Unsuccessful,No
861,SECI,Central REIA,2000,RTC/FDRE,Solar + ESS,ISTS,SECI 2 GW Solar + ESS -  ISTS-T-17,31-Jul-24,FY 2025,9-Dec-24,FY 2025,ACME Solar Holdings,ACME,0,3.79,4.3,Not Applicable,,,400,Unsuccessful,No
862,SECI,Central REIA,2000,RTC/FDRE,Solar + ESS,ISTS,SECI 2 GW Solar + ESS -  ISTS-T-17,31-Jul-24,FY 2025,9-Dec-24,FY 2025,Juniper Green Energy,Juniper,0,3.8,4.15,Not Applicable,,,250,Unsuccessful,No
863,SECI,Central REIA,2000,RTC/FDRE,Solar + ESS,ISTS,SECI 2 GW Solar + ESS -  ISTS-T-17,31-Jul-24,FY 2025,9-Dec-24,FY 2025,HEXA,Hexa Climate,0,4.39,4.39,Not Applicable,,,300,Unsuccessful,No
864,SECI,Central REIA,2000,RTC/FDRE,Solar + ESS,ISTS,SECI 2 GW Solar + ESS -  ISTS-T-17,31-Jul-24,FY 2025,9-Dec-24,FY 2025,Pace Digitek,Pace Digitek,0,4.5,4.5,Not Applicable,,,100,Unsuccessful,No
865,RUMSL,State,170,Solar,Solar,STU,RUMSL 500MW Neemuch Solar Park,14-Mar-24,FY 2024,9-Dec-24,FY 2025,Waree,Waree,170,2.15,,PPA signed,170,,500,Partial Capacity Won,Yes
848,GUVNL,State,500,ESS/BESS,BESS,STU,GUVNL/BESS/Phase IV With VGF,30-Aug-24,FY 2025,29-Nov-24,FY 2025,Kintech Synergy Pvt. Ltd.,Kintech Synergy,100,2.26,,PPA signed,100,PPA Signed in May-2025,100,Full Capacity Won,Yes
849,GUVNL,State,500,ESS/BESS,BESS,STU,GUVNL/BESS/Phase IV With VGF,30-Aug-24,FY 2025,29-Nov-24,FY 2025,H G Infra Engg. Ltd.,H G Infra Engineering,250,2.26,,PPA signed,250,PPA Signed in May-2025,250,Full Capacity Won,Yes
850,GUVNL,State,500,ESS/BESS,BESS,STU,GUVNL/BESS/Phase IV With VGF,30-Aug-24,FY 2025,29-Nov-24,FY 2025,Bhilwara,Bhilwara,100,2.26,,PPA signed,100,PPA Signed in May-2025,100,Full Capacity Won,Yes
851,GUVNL,State,500,ESS/BESS,BESS,STU,GUVNL/BESS/Phase IV With VGF,30-Aug-24,FY 2025,29-Nov-24,FY 2025,Advait Infratech ,Advait Infratech ,50,2.26,,PPA signed,50,PPA Signed in May-2025,50,Full Capacity Won,Yes
843,UPPCL,State,2000,ESS/BESS,PHSP,ISTS/STU,UPPCL - 2 GW-ISTS/STU-PSP,13-Aug-24,FY 2025,20-Nov-24,FY 2025,JSW,JSW,1500,94.9,155,LoA issued,,AFC: 77.2 Lacs; CL: 23%,1500,Full Capacity Won,Yes
844,UPPCL,State,2000,ESS/BESS,PHSP,ISTS/STU,UPPCL - 2 GW-ISTS/STU-PSP,13-Aug-24,FY 2025,20-Nov-24,FY 2025,Adani,Adani,1250,94.9,133.5,LoA issued,,AFC: 76.5 Lacs; CL: 24%,1500,Partial Capacity Won,Yes
845,UPPCL,State,2000,ESS/BESS,PHSP,ISTS/STU,UPPCL - 2 GW-ISTS/STU-PSP,13-Aug-24,FY 2025,20-Nov-24,FY 2025,Greenko,Greenko,0,94.9902,96.5774,Not Applicable,,,2000,Unsuccessful,No
846,UPPCL,State,2000,ESS/BESS,PHSP,ISTS/STU,UPPCL - 2 GW-ISTS/STU-PSP,13-Aug-24,FY 2025,20-Nov-24,FY 2025,Avaada WaterBattery ,Avaada,0,103.875,145,Not Applicable,,,260,Unsuccessful,No
847,UPPCL,State,2000,ESS/BESS,PHSP,ISTS/STU,UPPCL - 2 GW-ISTS/STU-PSP,13-Aug-24,FY 2025,20-Nov-24,FY 2025,Torrent,Torrent,0,110.98,136.089,Not Applicable,,,1500,Unsuccessful,No
840,NTPC,Central REIA,1200,RTC/FDRE,FDRE,ISTS,NTPC/RE-CS/2024-25/HYBRID-01,30-Jun-24,FY 2025,6-Nov-24,FY 2025,HEXA,HEXA,300,4.69,4.79,LoA issued,,,300,Full Capacity Won,Yes
841,NTPC,Central REIA,1200,RTC/FDRE,FDRE,ISTS,NTPC/RE-CS/2024-25/HYBRID-01,30-Jun-24,FY 2025,6-Nov-24,FY 2025,ACME,ACME,400,4.7,4.7,LoA issued,,,400,Full Capacity Won,Yes
842,NTPC,Central REIA,1200,RTC/FDRE,FDRE,ISTS,NTPC/RE-CS/2024-25/HYBRID-01,30-Jun-24,FY 2025,6-Nov-24,FY 2025,Avaada Energy,Avaada,60,4.7,4.72,LoA issued,,,250,Partial Capacity Won,Yes
